instructions.started,instructions.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,start_set.started,start_set.stopped,key_resp_start_set.keys,key_resp_start_set.rt,key_resp_start_set.duration,study.started,study.stopped,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,list_id,theme,study_word,language,timer.started,timer.stopped,distractor.started,distractor.stopped,key_resp.keys,key_resp.rt,key_resp.duration,distractor_loop.thisRepN,distractor_loop.thisTrialN,distractor_loop.thisN,distractor_loop.thisIndex,distractor_loop.ran,problem,correct_resp,start_test.started,start_test.stopped,key_resp_start_test.keys,key_resp_start_test.rt,key_resp_start_test.duration,test.started,test.stopped,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,test_word,word_type,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,blocks_loop.ran,block_id,study_rows,test_rows,end.started,end.stopped
0.001,12.621,space,12.593,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,12.628,13.737,space,1.081,,13.745,15.237,0,0,0,0,1,1,uyku,yatak,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,15.238,16.737,0,1,1,1,1,1,uyku,rüya,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,16.739,18.237,0,2,2,2,1,1,uyku,yastık,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,18.238,19.736,0,3,3,3,1,1,uyku,gece,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,19.738,21.237,0,4,4,4,1,1,uyku,yorgan,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,21.238,22.737,0,5,5,5,1,1,uyku,battaniye,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,22.738,24.237,0,6,6,6,1,1,uyku,dinlenmek,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,24.238,25.737,0,7,7,7,1,1,uyku,horlamak,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,25.738,27.237,0,8,8,8,1,1,uyku,pijama,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,27.238,28.737,0,9,9,9,1,1,uyku,yorgun,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,28.738,30.237,0,10,10,10,1,1,uyku,karanlık,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,30.238,31.737,0,11,11,11,1,1,uyku,lamba,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,31.738,31.738,31.777,33.987,right,2.189,,0,0,0,1,1,13 - 9 = 4,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,954562,001,2026-05-12_19h32.43.551,false_memory_experiment,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,33.989,36.754,right,2.744,,0,1,1,16,1,44 + 5 = 49,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,
