instructions.started,instructions.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,start_set.started,start_set.stopped,key_resp_start_set.keys,key_resp_start_set.rt,key_resp_start_set.duration,study.started,study.stopped,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,list_id,theme,study_word,language,timer.started,timer.stopped,distractor.started,distractor.stopped,key_resp.keys,key_resp.rt,key_resp.duration,distractor_loop.thisRepN,distractor_loop.thisTrialN,distractor_loop.thisN,distractor_loop.thisIndex,distractor_loop.ran,problem,correct_resp,start_test.started,start_test.stopped,key_resp_start_test.keys,key_resp_start_test.rt,key_resp_start_test.duration,test.started,test.stopped,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,test_word,word_type,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,blocks_loop.ran,block_id,study_rows,test_rows,end.started,end.stopped
0.0005,18.7406,space,18.7251,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,18.7591,21.132,space,2.3596,,21.1469,22.6317,0,0,0,0,1,5,sweet,sugar,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,22.6337,24.1261,0,1,1,1,1,5,sweet,candy,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,24.1284,25.6315,0,2,2,2,1,5,sweet,sour,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,25.6336,27.1312,0,3,3,3,1,5,sweet,bitter,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,27.1335,28.6337,0,4,4,4,1,5,sweet,chocolate,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,28.6357,30.1264,0,5,5,5,1,5,sweet,taste,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,30.128,31.6346,0,6,6,6,1,5,sweet,honey,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,31.636,33.131,0,7,7,7,1,5,sweet,cake,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,33.1329,34.6309,0,8,8,8,1,5,sweet,cookie,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,34.6323,36.131,0,9,9,9,1,5,sweet,dessert,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,855433,001,2026-05-10_19h07.34.775,false_memory_experiment,2026.1.3,Win32,119.047619,,,,,,36.1328,37.6306,0,10,10,10,1,5,sweet,pie,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
