block_id,study_rows,test_rows,thisN,thisTrialN,thisRepN,list_id,theme,study_word,language,key_resp_start_set.keys,key_resp_start_set.rt,key_resp_start_set.duration,problem,correct_resp,key_resp.keys,key_resp.rt,key_resp.duration,test_word,word_type,key_resp_start_test.keys,key_resp_start_test.rt,key_resp_start_test.duration,key_resp_test.keys,key_resp_test.corr,key_resp_test.rt,key_resp_test.duration,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,distractor_loop.thisRepN,distractor_loop.thisTrialN,distractor_loop.thisN,distractor_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,thisRow.t,notes,piloting,instructions.started,text_instr.started,key_resp_instr.started,instructions.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.duration,start_set.started,text_start_set.started,key_resp_start_set.started,start_set.stopped,blocks_loop.key_resp_start_set.keys,blocks_loop.key_resp_start_set.rt,blocks_loop.key_resp_start_set.duration,study.started,text_study.started,text_study.stopped,study.stopped,timer.started,timer.stopped,distractor.started,text_problem.started,key_resp.started,text_dist_keys.started,distractor.stopped,distractor_loop.key_resp.keys,distractor_loop.key_resp.rt,distractor_loop.key_resp.duration,start_test.started,text_start_test.started,key_resp_start_test.started,start_test.stopped,blocks_loop.key_resp_start_test.keys,blocks_loop.key_resp_start_test.rt,blocks_loop.key_resp_start_test.duration,test.started,text_test.started,key_resp_test.started,text_test_keys.started,test.stopped,test_loop.key_resp_test.keys,test_loop.key_resp_test.corr,test_loop.key_resp_test.rt,test_loop.key_resp_test.duration,end.started,text.started,text.stopped,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
2,12:24,5:10,3,3,0,2,,,TR,space,0.7563749998807907,None,,right,,,,bal,old,space,3.0236253328621387,None,right,1,0.9335421249270439,None,0,2,2,1,,,,,,,,,0,3,3,1,198.23963679187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.23335512494668,198.23963679187,198.23963679187,198.23963679187,199.17413474991918,right,1,0.9335421249270439,None,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
2,12:24,5:10,4,4,0,2,,,TR,space,0.7563749998807907,None,,right,,,,şeker,old,space,3.0236253328621387,None,right,1,0.7997758332639933,None,0,2,2,1,,,,,,,,,0,4,4,0,199.1813521250151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.17517145862803,199.1813521250151,199.1813521250151,199.1813521250151,199.98240241687745,right,1,0.7997758332639933,None,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
2,12:24,5:10,2,2,0,,,,,space,0.7563749998807907,None,,,,,,,,space,3.0236253328621387,None,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,0,0,0,6,cold,snow,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,0,0,0,,,,,,,,,200.87300916668028,,,,,,,,,,199.98339162487537,199.9896614169702,199.9896614169702,200.85752041684464,space,0.8604032504372299,None,200.86632279166952,200.87300916668028,202.36466050008312,202.3571820417419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,1,1,0,6,cold,ice,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,1,1,1,,,,,,,,,202.36466050008312,,,,,,,,,,,,,,,,,202.35802287468687,202.36466050008312,203.85632891673595,203.84881045902148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,2,2,0,6,cold,winter,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,2,2,2,,,,,,,,,203.85632891673595,,,,,,,,,,,,,,,,,203.84970891708508,203.85632891673595,205.34797062491998,205.34054487477988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,3,3,0,6,cold,storm,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,3,3,3,,,,,,,,,205.34797062491998,,,,,,,,,,,,,,,,,205.34154054196551,205.3563252496533,206.84800254181027,206.8405559589155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,4,4,0,6,cold,shiver,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,4,4,4,,,,,,,,,206.84800254181027,,,,,,,,,,,,,,,,,206.84155229199678,206.8563110837713,208.34798654168844,208.3405116670765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,5,5,0,6,cold,arctic,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,5,5,5,,,,,,,,,208.34798654168844,,,,,,,,,,,,,,,,,208.3414958748035,208.35629416676238,209.84794758399948,209.84050966706127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,6,6,0,6,cold,weather,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,6,6,6,,,,,,,,,209.84794758399948,,,,,,,,,,,,,,,,,209.84142966708168,209.85628491686657,211.34794374974445,211.34052566671744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,7,7,0,6,cold,freeze,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,7,7,7,,,,,,,,,211.34794374974445,,,,,,,,,,,,,,,,,211.34147337498143,211.35631299996749,212.8479691669345,212.84049570886418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,8,8,0,6,cold,chill,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,8,8,8,,,,,,,,,212.8479691669345,,,,,,,,,,,,,,,,,212.84136174991727,212.8563162498176,214.34797791671008,214.34051874978468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,9,9,0,6,cold,frost,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,9,9,9,,,,,,,,,214.34797791671008,,,,,,,,,,,,,,,,,214.34150729188696,214.3563863746822,215.84799587493762,215.84048154205084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,10,10,0,6,cold,coat,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,10,10,10,,,,,,,,,215.84799587493762,,,,,,,,,,,,,,,,,215.8412786666304,215.85626637469977,217.34799624979496,217.34072079183534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,11,11,0,6,cold,gloves,EN,space,0.8604032504372299,None,,,,,,,,,,,,,,,0,3,3,5,0,11,11,11,,,,,,,,,217.34799624979496,,,,,,,,,,,,,,,,,217.34165858384222,217.3562743337825,219.06473491666839,218.84054787503555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,0,0,0,,,,,space,0.8604032504372299,None,19 - 15 = 3,left,left,1.6185774579644203,None,,,,,,,,,,0,3,3,5,,,,,0,0,0,7,,,,,219.06473491666839,,,,,,,,,,,,,,,,,,,,,218.84170629177243,218.84172779181972,219.05523887462914,219.06473491666839,219.06473491666839,219.06473491666839,220.69094929192215,left,1.6185774579644203,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,1,1,0,,,,,space,0.8604032504372299,None,39 + 49 = 93,left,left,2.8038329160772264,None,,,,,,,,,,0,3,3,5,,,,,0,1,1,31,,,,,220.69796762475744,,,,,,,,,,,,,,,,,,,,,,,220.69214366702363,220.69796762475744,220.69796762475744,220.69796762475744,223.50784354191273,left,2.8038329160772264,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,2,2,0,,,,,space,0.8604032504372299,None,39 - 15 = 26,left,left,1.7740770843811333,None,,,,,,,,,,0,3,3,5,,,,,0,2,2,11,,,,,223.5146712497808,,,,,,,,,,,,,,,,,,,,,,,223.50917270872742,223.5146712497808,223.5146712497808,223.5146712497808,225.2908988338895,left,1.7740770843811333,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,3,3,0,,,,,space,0.8604032504372299,None,38 - 18 = 19,left,left,1.6457113749347627,None,,,,,,,,,,0,3,3,5,,,,,0,3,3,26,,,,,225.29795624967664,,,,,,,,,,,,,,,,,,,,,,,225.2921455418691,225.29795624967664,225.29795624967664,225.29795624967664,226.94921604171395,left,1.6457113749347627,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,4,4,0,,,,,space,0.8604032504372299,None,25 + 28 = 50,left,left,1.3803407908417284,None,,,,,,,,,,0,3,3,5,,,,,0,4,4,3,,,,,226.95632979180664,,,,,,,,,,,,,,,,,,,,,,,226.95041499985382,226.95632979180664,226.95632979180664,226.95632979180664,228.34095874987543,left,1.3803407908417284,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,5,5,0,,,,,space,0.8604032504372299,None,24 + 33 = 60,left,left,1.6146646672859788,None,,,,,,,,,,0,3,3,5,,,,,0,5,5,10,,,,,228.34796158364043,,,,,,,,,,,,,,,,,,,,,,,228.3421345418319,228.34796158364043,228.34796158364043,228.34796158364043,229.96582345897332,left,1.6146646672859788,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,6,6,0,,,,,space,0.8604032504372299,None,11 + 17 = 28,right,right,1.7145770406350493,None,,,,,,,,,,0,3,3,5,,,,,0,6,6,30,,,,,229.97297754185274,,,,,,,,,,,,,,,,,,,,,,,229.96698933374137,229.97297754185274,229.97297754185274,229.97297754185274,231.69079204183072,right,1.7145770406350493,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,7,7,0,,,,,space,0.8604032504372299,None,8 + 39 = 46,left,left,1.980558832641691,None,,,,,,,,,,0,3,3,5,,,,,0,7,7,0,,,,,231.69795587472618,,,,,,,,,,,,,,,,,,,,,,,231.69194916682318,231.69795587472618,231.69795587472618,231.69795587472618,233.68321004183963,left,1.980558832641691,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,8,8,0,,,,,space,0.8604032504372299,None,25 + 26 = 46,left,None,,,,,,,,,,,,0,3,3,5,,,,,0,8,8,12,,,,,233.68963612476364,,,,,,,,,,,,,,,,,,,,,,,233.68438404193148,233.68963612476364,233.68963612476364,233.68963612476364,233.85160666704178,None,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,0,0,0,6,,,EN,space,0.8604032504372299,None,,left,,,,cold,critical_lure,space,2.802065041847527,None,right,0,2.9660143330693245,None,0,3,3,5,,,,,,,,,0,0,0,4,236.6813105000183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.85306208394468,233.85634029190987,233.85634029190987,236.6659476668574,space,2.802065041847527,None,236.672346083913,236.6813105000183,236.6813105000183,236.6813105000183,239.64915216667578,right,0,2.9660143330693245,None,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,1,1,0,6,,,EN,space,0.8604032504372299,None,,left,,,,table,distractor,space,2.802065041847527,None,left,1,0.9549811249598861,None,0,3,3,5,,,,,,,,,0,1,1,3,239.65632770908996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.65020799962804,239.65632770908996,239.65632770908996,239.65632770908996,240.61584808398038,left,1,0.9549811249598861,None,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,2,2,0,6,,,EN,space,0.8604032504372299,None,,left,,,,cup,distractor,space,2.802065041847527,None,left,1,0.921308415941894,None,0,3,3,5,,,,,,,,,0,2,2,2,240.622974333819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.61668800003827,240.622974333819,240.622974333819,240.622974333819,241.54908849997446,left,1,0.921308415941894,None,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,3,3,0,6,,,EN,space,0.8604032504372299,None,,right,,,,gloves,old,space,2.802065041847527,None,right,1,1.0049585406668484,None,0,3,3,5,,,,,,,,,0,3,3,1,241.5563011248596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.55003749998286,241.5563011248596,241.5563011248596,241.5563011248596,242.56599570903927,right,1,1.0049585406668484,None,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,4,4,0,6,,,EN,space,0.8604032504372299,None,,right,,,,snow,old,space,2.802065041847527,None,right,1,1.1392738330177963,None,0,3,3,5,,,,,,,,,0,4,4,0,242.5729469587095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.56700508389622,242.5729469587095,242.5729469587095,242.5729469587095,243.71583937481046,right,1,1.1392738330177963,None,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
6,60:72,25:30,3,3,0,,,,,space,0.8604032504372299,None,,,,,,,,space,2.802065041847527,None,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,0,0,0,5,sweet,sugar,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,244.56464404193684,,,,,,,,,,243.71687404206023,243.72293004207313,243.72293004207313,244.54922408377752,space,0.8192372499033809,None,244.55827045906335,244.56464404193684,246.05626370897517,246.0487954998389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,1,1,0,5,sweet,candy,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,1,1,1,,,,,,,,,246.05626370897517,,,,,,,,,,,,,,,,,246.04984699981287,246.05626370897517,247.54792616702616,247.54043950000778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,2,2,0,5,sweet,sour,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,2,2,2,,,,,,,,,247.54792616702616,,,,,,,,,,,,,,,,,247.54131395881996,247.54792616702616,249.0395662500523,249.03212908376008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,3,3,0,5,sweet,bitter,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,3,3,3,,,,,,,,,249.0395662500523,,,,,,,,,,,,,,,,,249.03308095876127,249.04793170886114,250.53958874987438,250.53210841678083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,4,4,0,5,sweet,chocolate,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,4,4,4,,,,,,,,,250.53958874987438,,,,,,,,,,,,,,,,,250.53309312462807,250.54795641684905,252.03963087499142,252.03211679169908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,5,5,0,5,sweet,taste,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,5,5,5,,,,,,,,,252.03963087499142,,,,,,,,,,,,,,,,,252.0333059169352,252.047892708797,253.5396380838938,253.53211329178885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,6,6,0,5,sweet,honey,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,6,6,6,,,,,,,,,253.5396380838938,,,,,,,,,,,,,,,,,253.53306070901453,253.54792012507096,255.0395796666853,255.03215641668066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,7,7,0,5,sweet,cake,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,7,7,7,,,,,,,,,255.0395796666853,,,,,,,,,,,,,,,,,255.03304870892316,255.04792595887557,256.5396013748832,256.53220204170793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,8,8,0,5,sweet,cookie,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,8,8,8,,,,,,,,,256.5396013748832,,,,,,,,,,,,,,,,,256.5331830000505,256.54793079197407,258.0395949166268,258.03209995897487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,9,9,0,5,sweet,dessert,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,9,9,9,,,,,,,,,258.0395949166268,,,,,,,,,,,,,,,,,258.03307454194874,258.04796291701496,259.5396269168705,259.5321018747054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,10,10,0,5,sweet,pie,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,10,10,10,,,,,,,,,259.5396269168705,,,,,,,,,,,,,,,,,259.53301825001836,259.54796299990267,261.03964041685686,261.0321189998649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,11,11,0,5,sweet,waffle,EN,space,0.8192372499033809,None,,,,,,,,,,,,,,,0,4,4,4,0,11,11,11,,,,,,,,,261.03964041685686,,,,,,,,,,,,,,,,,261.0333045418374,261.0479147499427,262.75634999992326,262.53214208362624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,0,0,0,,,,,space,0.8192372499033809,None,50 + 45 = 94,left,left,2.492734750267118,None,,,,,,,,,,0,4,4,4,,,,,0,0,0,6,,,,,262.75634999992326,,,,,,,,,,,,,,,,,,,,,262.53336437465623,262.53338633384556,262.74689291696995,262.75634999992326,262.75634999992326,262.75634999992326,265.2576385838911,left,2.492734750267118,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,1,1,0,,,,,space,0.8192372499033809,None,41 + 19 = 65,left,left,1.4459291249513626,None,,,,,,,,,,0,4,4,4,,,,,0,1,1,23,,,,,265.26464133383706,,,,,,,,,,,,,,,,,,,,,,,265.25878404174,265.26464133383706,265.26464133383706,265.26464133383706,266.7159520420246,left,1.4459291249513626,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,2,2,0,,,,,space,0.8192372499033809,None,11 + 10 = 21,right,right,1.1486318339593709,None,,,,,,,,,,0,4,4,4,,,,,0,2,2,19,,,,,266.72295612469316,,,,,,,,,,,,,,,,,,,,,,,266.717077458743,266.72295612469316,266.72295612469316,266.72295612469316,267.8741693338379,right,1.1486318339593709,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,3,3,0,,,,,space,0.8192372499033809,None,17 - 13 = -1,left,left,1.8176187500357628,None,,,,,,,,,,0,4,4,4,,,,,0,3,3,28,,,,,267.8813335420564,,,,,,,,,,,,,,,,,,,,,,,267.87531508365646,267.8813335420564,267.8813335420564,267.8813335420564,269.7078221668489,left,1.8176187500357628,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,4,4,0,,,,,space,0.8192372499033809,None,25 + 26 = 46,left,left,2.206844124943018,None,,,,,,,,,,0,4,4,4,,,,,0,4,4,12,,,,,269.714617874939,,,,,,,,,,,,,,,,,,,,,,,269.70898162480444,269.714617874939,269.714617874939,269.714617874939,271.9242945420556,left,2.206844124943018,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,5,5,0,,,,,space,0.8192372499033809,None,35 - 26 = 7,left,left,1.7481122496537864,None,,,,,,,,,,0,4,4,4,,,,,0,5,5,17,,,,,271.93125749984756,,,,,,,,,,,,,,,,,,,,,,,271.9254489168525,271.93125749984756,271.93125749984756,271.93125749984756,273.6824939590879,left,1.7481122496537864,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,6,6,0,,,,,space,0.8192372499033809,None,44 + 5 = 49,right,right,1.0687271254137158,None,,,,,,,,,,0,4,4,4,,,,,0,6,6,16,,,,,273.68964820867404,,,,,,,,,,,,,,,,,,,,,,,273.68381841666996,273.68964820867404,273.68964820867404,273.68964820867404,274.7658780417405,right,1.0687271254137158,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,7,7,0,,,,,space,0.8192372499033809,None,46 - 24 = 25,left,left,2.35946191707626,None,,,,,,,,,,0,4,4,4,,,,,0,7,7,2,,,,,274.77291916683316,,,,,,,,,,,,,,,,,,,,,,,274.76703220885247,274.77291916683316,274.77291916683316,274.77291916683316,277.1408990416676,left,2.35946191707626,None,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,8,8,0,,,,,space,0.8192372499033809,None,19 - 15 = 3,left,None,,,,,,,,,,,,0,4,4,4,,,,,0,8,8,7,,,,,277.1479287496768,,,,,,,,,,,,,,,,,,,,,,,277.1420282917097,277.1479287496768,277.1479287496768,277.1479287496768,277.543281708844,None,,,,,,,,,,,,,,,,,,,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
5,48:60,20:25,0,0,0,5,,,EN,space,0.8192372499033809,None,,left,,,,phone,distractor,space,2.800218166783452,None,left,1,1.6785475420765579,None,0,4,4,4,,,,,,,,,0,0,0,3,280.36460862495005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.54475050000474,277.547943667043,277.547943667043,280.34922720864415,space,2.800218166783452,None,280.3556527500041,280.36460862495005,280.36460862495005,280.36460862495005,282.04934929171577,left,1,1.6785475420765579,None,,,,,2035764,001,2026-05-09_14h00.47.586,false_memory_experiment,,2026.1.3,120.03889300927739,2026-05-09 14h00.47.687285 +0300,
